plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,avgMonthlyUsageGb,recentPlanChange,contractRenewalDue,region,churn
Plus,999,44,4,0,5,2,1,1,200,135,False,False,West,1
Plus,999,60,2,2,1,5,0,0,200,120,False,False,North,1
Basic,699,30,7,0,1,4,0,1,100,124,False,False,North,1
Premium,1499,26,7,5,8,3,1,1,500,202,True,True,West,1
Premium,1499,47,4,4,1,2,1,1,500,166,False,True,West,0
Premium,1499,56,8,2,4,4,0,0,500,218,True,False,North,1
Basic,699,51,1,2,5,2,1,1,100,150,False,False,East,1
Premium,1499,3,7,1,4,5,0,0,500,241,True,False,East,1
Premium,1499,4,4,5,6,2,1,1,500,54,False,True,South,1
Plus,999,34,2,6,5,0,0,1,200,72,False,False,South,1
Plus,999,13,7,0,0,4,1,0,200,112,True,False,North,1
Plus,999,54,2,2,7,5,1,0,200,198,False,False,South,1
Basic,699,6,8,7,4,1,0,0,100,159,True,False,South,0
Plus,999,11,7,5,7,0,0,1,200,286,False,True,West,1
Basic,699,18,8,5,4,1,1,0,100,283,False,False,East,1
Basic,699,36,7,3,1,3,1,0,100,202,False,False,South,1
Premium,1499,42,6,5,1,4,0,1,500,204,True,False,East,1
Ultra,2499,54,2,7,4,1,0,0,1000,164,False,False,West,1
Plus,999,33,1,1,1,0,1,0,200,217,False,False,West,1
Ultra,2499,15,7,4,8,0,1,0,1000,163,True,False,North,1
Ultra,2499,59,3,7,0,5,0,1,1000,115,False,False,West,1
Premium,1499,33,1,0,7,3,0,1,500,105,False,False,West,0
Premium,1499,5,6,6,0,3,1,1,500,200,False,False,East,1
Premium,1499,18,2,4,5,0,1,1,500,179,False,False,West,1
Premium,1499,21,1,2,6,2,0,1,500,229,False,False,West,0
Plus,999,7,5,5,2,2,1,0,200,103,False,False,South,0
Basic,699,6,2,6,8,0,1,1,100,187,True,False,South,1
Premium,1499,27,7,7,1,0,1,1,500,244,False,False,South,1
Plus,999,20,2,4,2,1,1,0,200,167,False,False,West,1
Basic,699,22,2,5,1,1,1,0,100,215,False,False,South,1
Ultra,2499,8,8,2,1,0,1,0,1000,126,False,False,West,1
Ultra,2499,8,5,4,7,0,0,0,1000,170,False,False,South,1
Ultra,2499,41,3,3,2,0,0,1,1000,179,True,False,South,1
Premium,1499,60,2,7,4,4,0,0,500,73,False,True,East,1
Premium,1499,56,8,4,5,4,1,0,500,125,False,True,East,1
Ultra,2499,19,1,6,8,0,1,1,1000,155,False,True,West,1
Basic,699,51,4,7,5,0,0,1,100,168,False,False,East,0
Premium,1499,26,5,3,3,1,1,1,500,214,True,False,East,1
Premium,1499,38,4,0,8,5,1,1,500,242,False,True,West,1
Basic,699,40,2,7,7,5,0,1,100,180,True,True,East,1
Premium,1499,4,8,7,8,0,1,0,500,113,False,False,East,1
Premium,1499,10,4,5,2,0,1,1,500,125,False,False,North,1
Basic,699,34,2,5,4,5,1,0,100,105,True,False,North,1
Basic,699,52,5,4,6,1,0,0,100,232,False,False,West,0
Premium,1499,10,7,6,0,0,1,1,500,180,True,False,North,1
Premium,1499,60,3,3,7,0,0,0,500,198,False,False,West,1
Basic,699,58,4,3,6,2,1,0,100,130,False,False,North,1
Premium,1499,12,1,0,2,3,1,0,500,229,False,False,East,1
Ultra,2499,27,0,3,0,3,0,1,1000,101,False,False,North,0
Ultra,2499,46,4,0,7,3,1,1,1000,119,False,False,South,1
Premium,1499,37,3,3,4,4,1,1,500,157,False,False,North,1
Basic,699,43,7,6,4,3,1,0,100,134,True,False,East,1
Premium,1499,37,6,2,7,2,0,0,500,163,False,False,North,0
Plus,999,35,3,4,3,5,1,0,200,157,False,False,West,1
Ultra,2499,33,5,7,5,1,0,1,1000,215,False,True,East,1
Plus,999,16,2,7,6,3,0,1,200,216,False,False,East,1
Basic,699,30,2,2,5,0,0,1,100,149,False,False,East,0
Plus,999,20,6,0,6,1,0,0,200,180,False,False,South,1
Ultra,2499,1,3,6,0,0,1,1,1000,101,False,False,East,0
Basic,699,26,1,7,7,1,0,0,100,173,True,False,North,1
Ultra,2499,22,7,6,8,0,0,0,1000,150,False,True,East,1
Ultra,2499,15,2,1,5,4,1,1,1000,102,False,True,East,1
Ultra,2499,17,0,0,4,0,1,0,1000,217,False,True,East,1
Premium,1499,34,7,3,6,0,1,0,500,62,False,False,North,0
Basic,699,3,5,7,2,1,1,0,100,105,False,False,North,1
Plus,999,15,1,6,7,0,1,0,200,202,False,False,North,1
Premium,1499,20,8,1,4,2,0,0,500,233,False,False,South,1
Premium,1499,26,0,2,3,5,0,1,500,289,False,False,West,1
Ultra,2499,59,8,7,2,3,0,1,1000,92,False,True,West,1
Premium,1499,46,7,7,8,5,0,1,500,204,False,False,North,1
Ultra,2499,58,7,3,3,3,0,1,1000,173,False,False,East,1
Plus,999,2,2,0,3,2,0,0,200,131,True,False,North,1
Premium,1499,60,6,1,3,4,0,0,500,279,True,False,South,1
Premium,1499,37,2,3,5,5,0,1,500,67,False,False,North,1
Premium,1499,7,7,6,2,4,1,0,500,98,False,True,North,0
Basic,699,27,4,0,4,0,0,1,100,122,False,False,South,1
Basic,699,28,0,4,3,4,0,0,100,282,False,False,North,1
Basic,699,11,0,6,2,2,1,0,100,181,False,False,North,1
Ultra,2499,50,6,4,1,2,0,1,1000,234,False,False,East,1
Basic,699,5,3,4,3,0,1,0,100,267,False,False,North,1
Plus,999,39,2,2,2,1,1,1,200,154,False,False,West,0
Plus,999,50,6,2,4,3,0,0,200,240,False,False,South,1
Ultra,2499,55,3,0,8,3,0,1,1000,200,False,True,East,1
Basic,699,1,2,5,4,0,1,1,100,36,False,False,West,1
Ultra,2499,28,5,1,7,1,1,1,1000,195,False,False,South,1
Basic,699,9,3,6,5,5,1,1,100,72,False,True,South,1
Basic,699,48,5,0,3,4,0,1,100,185,False,True,South,1
Plus,999,51,4,3,6,2,1,1,200,297,False,True,North,1
Premium,1499,36,0,4,4,0,1,1,500,208,False,False,West,0
Basic,699,22,7,1,7,5,0,0,100,146,False,True,South,1
Plus,999,51,4,2,8,2,1,1,200,129,False,False,North,1
Plus,999,53,8,2,8,0,0,1,200,20,False,False,East,1
Basic,699,1,1,0,5,3,1,1,100,171,False,True,West,0
Ultra,2499,20,4,2,2,0,1,1,1000,195,False,False,South,1
Ultra,2499,37,7,7,3,2,1,1,1000,315,False,True,East,1
Plus,999,52,3,1,5,1,1,0,200,169,False,False,East,1
Premium,1499,30,5,1,0,0,0,1,500,181,False,False,North,1
Premium,1499,32,3,7,8,2,0,0,500,252,True,True,South,1
Ultra,2499,55,0,7,8,4,1,0,1000,218,False,False,South,1
Plus,999,24,0,1,5,5,1,1,200,78,False,True,South,1
Plus,999,26,0,1,7,2,1,0,200,163,False,False,South,1
Basic,699,9,4,2,3,2,0,0,100,201,False,True,East,1
Ultra,2499,45,7,2,7,4,1,1,1000,263,False,True,South,1
Premium,1499,36,4,7,7,0,1,1,500,54,False,True,North,1
Basic,699,16,7,0,1,4,0,0,100,275,False,True,South,0
Ultra,2499,38,4,7,4,1,1,0,1000,285,False,True,East,1
Ultra,2499,42,6,5,1,2,0,0,1000,191,True,False,East,0
Plus,999,6,4,1,5,0,1,1,200,274,False,True,West,1
Basic,699,36,5,4,0,5,0,0,100,213,False,False,South,1
Premium,1499,38,5,3,7,1,0,1,500,151,False,True,West,1
Premium,1499,55,2,0,2,1,1,1,500,116,False,False,West,1
Basic,699,29,1,0,6,5,0,0,100,154,False,True,South,1
Basic,699,15,2,2,3,5,0,0,100,189,False,False,South,1
Premium,1499,21,3,6,5,3,0,0,500,215,False,False,North,0
Basic,699,55,6,3,8,1,1,1,100,172,False,False,South,1
Plus,999,59,7,2,4,5,1,0,200,158,False,False,North,1
Ultra,2499,45,0,7,3,4,0,0,1000,69,False,True,North,1
Basic,699,41,0,1,6,2,0,1,100,225,False,False,East,0
Basic,699,50,5,3,2,0,0,0,100,252,False,True,South,1
Premium,1499,1,1,5,2,5,0,0,500,213,False,False,West,1
Premium,1499,29,7,3,2,2,1,1,500,228,False,False,South,0
Ultra,2499,13,8,6,8,0,0,0,1000,117,False,False,South,1
Basic,699,21,4,7,6,2,0,1,100,20,False,False,South,1
Basic,699,58,8,3,2,2,1,0,100,262,False,False,North,1
Plus,999,54,7,2,7,1,0,0,200,151,False,False,West,1
Plus,999,9,6,3,1,3,1,0,200,155,True,True,North,1
Basic,699,48,3,4,1,3,1,0,100,132,False,False,North,1
Ultra,2499,31,7,3,8,3,1,0,1000,279,False,False,East,1
Plus,999,3,8,6,6,5,1,1,200,82,False,False,East,1
Premium,1499,16,0,1,2,1,1,1,500,167,True,True,East,1
Plus,999,8,8,7,0,5,1,0,200,109,False,False,South,1
Ultra,2499,56,2,5,3,1,0,1,1000,215,True,False,East,1
Ultra,2499,19,3,3,4,0,1,0,1000,136,False,False,South,1
Plus,999,33,7,4,4,0,0,0,200,409,False,True,South,1
Basic,699,56,3,2,1,4,0,1,100,161,False,False,North,1
Plus,999,58,8,5,5,5,0,0,200,171,False,False,West,1
Basic,699,34,0,5,8,1,0,1,100,191,False,True,East,0
Plus,999,54,5,0,7,3,0,0,200,172,False,False,South,0
Ultra,2499,24,3,3,5,4,1,0,1000,315,False,False,East,0
Plus,999,59,3,2,4,5,0,0,200,84,False,False,North,1
Premium,1499,56,4,3,3,5,0,0,500,112,False,False,North,1
Plus,999,31,8,0,6,3,1,1,200,228,False,False,West,1
Ultra,2499,33,2,6,8,2,1,0,1000,237,True,False,North,1
Basic,699,34,3,6,0,3,0,1,100,183,True,False,East,1
Premium,1499,27,5,1,5,2,0,1,500,56,True,True,West,1
Premium,1499,21,0,4,1,1,0,0,500,77,False,False,North,1
Basic,699,6,0,1,1,4,0,1,100,151,True,False,East,0
Basic,699,27,4,5,8,5,0,0,100,126,True,False,South,0
Premium,1499,7,7,2,6,1,1,1,500,339,False,False,South,1
Ultra,2499,36,2,5,8,2,1,1,1000,71,True,True,North,1
Basic,699,25,0,0,2,3,1,1,100,263,False,False,West,0
Plus,999,4,2,7,6,1,1,1,200,201,False,False,West,1
Premium,1499,47,3,1,3,3,1,1,500,318,False,True,South,0
Plus,999,22,2,2,3,4,1,0,200,190,False,False,North,1
Plus,999,57,7,5,3,5,1,0,200,79,False,False,South,1
Premium,1499,34,6,2,0,3,0,0,500,97,False,False,East,1
Ultra,2499,43,8,5,4,5,0,1,1000,58,False,False,South,1
Premium,1499,6,1,2,3,3,1,1,500,209,False,False,East,1
Ultra,2499,30,2,0,6,2,1,1,1000,221,True,False,North,1
Premium,1499,1,1,6,0,2,1,1,500,261,False,False,West,1
Ultra,2499,43,1,2,3,3,0,1,1000,138,False,False,West,0
Premium,1499,28,4,2,6,2,0,0,500,192,False,False,North,1
Ultra,2499,52,4,1,6,4,1,1,1000,181,False,False,West,1
Premium,1499,55,1,6,0,0,0,1,500,162,False,True,South,0
Basic,699,1,0,6,7,0,1,1,100,270,True,False,East,1
Premium,1499,15,0,0,7,5,0,1,500,229,True,True,East,1
Plus,999,48,1,2,8,0,0,0,200,169,False,False,East,1
Basic,699,8,8,0,8,3,1,0,100,104,False,False,South,1
Basic,699,2,2,6,7,2,1,1,100,20,True,False,East,1
Basic,699,25,2,4,8,4,1,0,100,259,False,False,South,1
Plus,999,23,3,6,5,2,0,0,200,207,True,True,East,1
Basic,699,15,0,2,5,0,1,1,100,154,False,False,North,1
Premium,1499,27,7,2,3,4,0,1,500,193,False,True,East,1
Ultra,2499,5,1,3,8,1,1,0,1000,111,False,True,East,0
Ultra,2499,24,8,4,8,5,1,1,1000,211,False,False,West,1
Ultra,2499,37,3,4,8,3,1,0,1000,297,False,False,South,1
Ultra,2499,26,1,7,4,1,0,1,1000,355,False,False,West,1
Plus,999,24,5,1,4,2,1,0,200,112,True,True,North,1
Basic,699,60,1,0,2,3,0,0,100,22,True,False,North,1
Basic,699,29,3,4,8,4,0,1,100,291,True,True,North,1
Basic,699,29,7,1,8,3,0,1,100,164,True,False,North,1
Plus,999,43,0,2,4,2,1,1,200,112,False,False,West,1
Plus,999,21,7,7,8,1,0,1,200,165,False,True,East,1
Plus,999,60,3,3,2,0,0,0,200,152,True,False,West,0
Plus,999,9,6,7,2,1,1,1,200,280,True,False,East,1
Basic,699,19,7,5,6,1,1,0,100,191,False,False,South,0
Premium,1499,19,4,6,0,2,0,1,500,218,False,False,West,1
Ultra,2499,36,8,0,1,3,1,0,1000,186,True,False,West,0
Ultra,2499,24,4,0,6,2,0,0,1000,101,True,False,East,1
Premium,1499,49,0,7,7,0,1,0,500,280,True,False,East,1
Premium,1499,48,1,3,7,0,0,1,500,193,False,False,West,1
Plus,999,51,2,1,0,5,0,1,200,141,False,False,East,1
Basic,699,44,2,2,1,3,1,1,100,191,False,False,South,0
Plus,999,17,7,6,2,3,1,1,200,212,False,False,North,1
Basic,699,5,8,6,0,2,0,0,100,245,False,True,North,0
Ultra,2499,35,6,1,1,5,1,0,1000,168,False,False,North,1
Ultra,2499,2,0,2,6,1,1,1,1000,214,False,False,West,1
Premium,1499,3,7,4,7,3,0,0,500,108,False,False,South,0
Plus,999,48,5,3,0,0,1,1,200,207,False,True,North,1
Plus,999,24,7,5,1,0,1,0,200,120,False,False,North,0
Premium,1499,12,8,7,5,5,1,1,500,199,False,False,North,1
Basic,699,30,6,6,0,1,1,0,100,331,False,False,North,1
Basic,699,40,8,5,6,4,0,0,100,306,False,False,East,1
Basic,699,4,3,3,4,5,1,0,100,69,False,True,West,1
Plus,999,10,1,6,5,4,0,0,200,263,False,False,West,1
Basic,699,13,6,7,8,5,1,0,100,125,False,False,South,0
Basic,699,25,3,6,8,1,1,0,100,98,False,False,South,1
Basic,699,14,1,1,5,5,0,1,100,230,True,False,South,1
Plus,999,6,1,2,1,5,0,0,200,180,False,False,East,0
Ultra,2499,3,5,4,3,1,0,0,1000,294,True,False,East,1
Premium,1499,13,2,4,4,5,0,0,500,217,True,False,North,1
Premium,1499,47,0,4,0,5,0,1,500,166,False,False,South,0
Plus,999,26,3,5,1,5,0,1,200,202,False,False,East,1
Plus,999,19,3,5,6,3,1,0,200,214,False,False,North,0
Premium,1499,27,1,7,4,2,1,1,500,193,False,False,North,1
Ultra,2499,7,5,1,3,0,0,1,1000,196,False,True,West,0
Basic,699,12,2,6,2,5,0,1,100,90,True,False,East,1
Ultra,2499,29,6,4,2,1,1,1,1000,25,True,False,North,1
Premium,1499,30,5,5,2,1,0,0,500,237,False,False,East,1
Basic,699,7,2,3,2,4,0,0,100,201,False,False,South,0
Plus,999,18,1,5,8,1,0,0,200,108,False,False,East,1
Basic,699,36,8,0,8,4,1,0,100,189,False,False,South,1
Basic,699,46,4,0,0,4,0,1,100,205,False,True,West,1
Plus,999,52,1,7,4,2,1,0,200,188,False,False,East,1
Premium,1499,39,4,7,6,1,0,1,500,248,True,False,East,1
Ultra,2499,21,8,7,0,5,0,1,1000,86,True,False,North,1
Ultra,2499,16,5,4,1,5,1,1,1000,155,False,False,South,1
Premium,1499,21,6,7,5,5,0,1,500,177,False,True,East,1
Plus,999,13,5,0,8,5,1,0,200,92,False,True,West,1
Basic,699,25,2,6,8,2,0,0,100,134,False,False,North,1
Plus,999,10,1,7,4,3,1,1,200,283,False,False,South,1
Basic,699,11,8,7,6,0,1,1,100,66,False,True,North,1
Basic,699,35,7,4,0,1,0,1,100,175,False,False,North,1
Plus,999,5,0,5,7,4,0,1,200,225,False,False,South,1
Ultra,2499,23,2,0,7,3,1,1,1000,191,True,False,West,0
Ultra,2499,54,8,1,1,5,1,0,1000,301,False,False,West,1
Premium,1499,24,7,7,7,2,1,0,500,160,False,True,South,1
Basic,699,39,8,2,7,1,1,0,100,186,False,False,South,1
Ultra,2499,31,2,2,4,0,1,1,1000,121,False,True,South,1
Ultra,2499,33,2,5,8,3,1,0,1000,100,False,True,East,1
Basic,699,41,5,7,1,3,1,0,100,143,False,False,South,1
Plus,999,24,7,6,5,2,1,0,200,211,False,False,South,1
Plus,999,4,5,3,2,0,0,0,200,274,False,False,South,1
Ultra,2499,50,5,4,8,1,0,0,1000,76,False,True,North,1
Plus,999,24,1,6,7,5,1,1,200,129,False,False,West,1
Ultra,2499,42,5,2,4,5,0,1,1000,246,False,False,North,0
Plus,999,42,3,4,7,2,1,0,200,259,False,False,North,1
Premium,1499,41,0,0,6,0,0,0,500,247,False,False,East,1
Ultra,2499,15,4,6,1,2,1,1,1000,38,False,False,South,1
Basic,699,58,4,6,3,4,1,0,100,186,False,False,North,1
Ultra,2499,2,3,3,0,0,1,0,1000,119,True,True,West,1
Ultra,2499,45,0,6,8,1,0,1,1000,96,False,False,East,0
Ultra,2499,32,0,5,7,2,0,0,1000,237,False,False,North,0
Basic,699,5,8,2,6,0,1,0,100,318,True,True,North,1
Ultra,2499,57,0,0,0,2,0,0,1000,225,True,False,West,1
Premium,1499,23,6,4,5,0,1,0,500,328,False,False,East,1
Premium,1499,55,2,2,0,1,0,0,500,251,False,False,South,1
Ultra,2499,58,4,3,5,4,0,0,1000,136,False,False,South,1
Ultra,2499,3,1,5,7,3,1,1,1000,251,True,False,West,1
Premium,1499,45,5,4,8,5,1,1,500,256,False,False,South,1
Basic,699,32,5,6,8,1,1,0,100,114,False,False,North,0
Premium,1499,43,0,1,4,2,1,0,500,78,True,False,North,1
Plus,999,42,3,7,5,4,0,0,200,213,False,False,West,1
Plus,999,8,8,3,5,2,1,0,200,198,True,True,West,1
Premium,1499,53,4,2,5,5,0,1,500,166,False,False,South,1
Premium,1499,10,0,6,5,4,1,1,500,164,False,True,North,1
Premium,1499,36,2,2,1,5,1,1,500,260,False,False,West,1
Basic,699,33,3,7,7,1,1,0,100,235,False,False,South,1
Premium,1499,16,4,1,0,1,1,0,500,216,False,False,East,1
Premium,1499,19,4,7,0,3,1,1,500,90,False,True,South,1
Premium,1499,2,1,7,0,4,1,1,500,116,False,False,South,0
Plus,999,28,7,2,8,1,1,1,200,237,False,False,West,1
Basic,699,30,8,1,0,2,0,0,100,122,True,False,South,1
Plus,999,14,8,6,3,2,1,1,200,147,True,False,South,1
Plus,999,34,5,4,8,0,0,1,200,163,False,False,West,1
Ultra,2499,35,8,0,5,0,1,1,1000,271,False,True,South,1
Basic,699,34,7,1,0,5,0,0,100,266,False,True,North,1
Plus,999,55,7,5,1,3,0,1,200,174,False,False,East,1
Ultra,2499,57,8,3,6,0,0,0,1000,288,False,False,East,1
Plus,999,52,8,1,4,3,0,1,200,180,False,False,West,1
Basic,699,14,8,7,2,0,1,0,100,67,False,True,North,1
Ultra,2499,28,8,4,4,4,1,1,1000,169,False,True,South,1
Plus,999,9,0,6,2,2,0,1,200,122,False,False,East,1
Premium,1499,25,3,2,8,3,1,0,500,225,False,False,South,0
Basic,699,52,5,0,2,2,0,0,100,255,False,False,South,0
Premium,1499,23,0,3,7,1,1,0,500,92,False,False,West,0
Plus,999,22,2,6,1,3,1,0,200,133,False,False,South,0
Plus,999,60,8,7,0,0,0,0,200,58,False,False,North,1
Plus,999,14,2,3,8,5,1,1,200,156,False,False,East,1
Plus,999,10,7,6,0,3,1,1,200,168,True,False,West,1
Plus,999,49,0,7,0,3,1,0,200,167,False,False,South,1
Plus,999,6,2,5,1,0,1,0,200,189,False,True,North,0
Plus,999,25,2,5,7,2,1,1,200,236,False,False,West,1
Premium,1499,2,5,7,5,5,0,1,500,138,False,True,East,1
Premium,1499,43,0,5,1,0,1,1,500,215,False,False,West,0
Premium,1499,56,0,4,6,2,0,1,500,191,False,False,South,0
Basic,699,42,3,2,6,0,0,1,100,324,False,False,East,0
Basic,699,53,5,7,6,5,1,0,100,310,False,False,South,1
Ultra,2499,26,1,1,0,5,1,1,1000,229,False,False,South,0
Ultra,2499,28,5,3,5,5,0,1,1000,117,False,False,North,1
Plus,999,6,4,6,8,4,0,0,200,301,False,False,East,1
Premium,1499,7,0,3,4,3,1,1,500,86,False,False,North,1
Basic,699,34,1,2,7,1,1,1,100,263,False,True,North,1
Ultra,2499,60,6,3,1,5,0,0,1000,176,False,False,East,1
Premium,1499,30,3,3,8,0,0,1,500,199,True,False,West,1
Ultra,2499,18,8,4,6,0,1,0,1000,196,True,False,South,0
Ultra,2499,42,1,7,3,5,0,1,1000,117,False,False,North,1
Ultra,2499,57,5,0,3,0,0,1,1000,153,False,False,West,1
Premium,1499,43,7,1,7,3,1,0,500,169,False,False,East,1
Basic,699,52,6,2,5,4,1,0,100,216,False,False,West,1
Ultra,2499,9,8,0,8,4,0,1,1000,212,True,False,West,1
Plus,999,55,7,5,0,0,1,0,200,184,False,True,South,1
Plus,999,26,4,6,5,5,1,1,200,347,True,False,North,1
Plus,999,53,7,2,3,5,1,1,200,110,False,True,East,1
Ultra,2499,36,0,1,5,1,1,0,1000,199,False,False,South,1
Plus,999,37,7,4,7,4,0,1,200,228,False,False,North,1
Premium,1499,23,0,3,2,5,0,0,500,180,True,False,North,1
Plus,999,32,4,2,5,4,0,1,200,208,False,False,East,1
Plus,999,52,7,3,7,5,0,0,200,251,False,False,South,1
Premium,1499,11,4,1,8,2,0,1,500,252,False,False,North,1
Ultra,2499,32,0,7,6,1,1,0,1000,144,False,True,South,0
Plus,999,41,0,0,2,3,0,0,200,171,False,True,South,0
Ultra,2499,2,2,6,7,1,0,0,1000,264,False,False,North,1
Ultra,2499,32,3,1,7,2,0,1,1000,123,False,False,West,1
Basic,699,15,6,1,8,2,0,1,100,148,False,True,South,0
Ultra,2499,38,1,5,7,0,1,0,1000,211,True,False,North,1
Ultra,2499,20,4,1,5,4,1,1,1000,266,False,False,West,1
Plus,999,59,3,1,8,5,0,0,200,289,False,True,North,1
Ultra,2499,16,2,0,8,1,1,0,1000,186,False,False,South,1
Ultra,2499,38,4,7,3,0,0,0,1000,198,False,False,North,0
Basic,699,27,1,1,3,1,1,0,100,187,False,False,East,1
Basic,699,7,5,6,7,0,1,1,100,205,True,False,South,0
Basic,699,11,6,6,8,0,0,0,100,50,False,False,South,1
Ultra,2499,28,6,2,0,4,0,0,1000,141,False,False,South,1
Plus,999,47,1,7,5,5,1,1,200,268,False,False,North,1
Plus,999,9,0,4,7,5,0,0,200,241,True,True,North,1
Premium,1499,33,8,2,4,0,0,0,500,367,False,False,North,1
Basic,699,52,0,1,4,5,1,0,100,302,False,False,South,1
Plus,999,4,8,5,8,5,0,0,200,64,False,False,North,1
Premium,1499,43,8,6,2,1,0,1,500,202,False,False,South,1
Premium,1499,16,8,4,1,2,0,0,500,115,False,False,South,0
Basic,699,56,2,0,1,3,1,1,100,204,False,False,West,1
Ultra,2499,49,2,3,4,1,1,1,1000,253,False,False,East,1
Premium,1499,52,0,3,3,2,0,1,500,86,False,False,North,1
Basic,699,21,2,7,6,2,0,1,100,178,True,True,East,1
Premium,1499,27,3,6,3,1,0,0,500,210,False,False,East,1
Ultra,2499,16,4,3,3,4,1,0,1000,169,True,False,North,1
Plus,999,60,7,7,0,3,0,1,200,151,False,False,North,1
Basic,699,27,6,3,4,5,0,0,100,222,False,False,West,1
Plus,999,17,2,7,4,1,0,1,200,182,False,False,East,1
Ultra,2499,8,7,1,3,3,1,1,1000,172,False,False,West,1
Basic,699,17,3,6,4,4,0,1,100,138,True,False,North,1
Ultra,2499,45,0,0,2,2,0,0,1000,204,False,False,West,1
Premium,1499,59,3,3,4,2,0,0,500,139,False,True,North,1
Plus,999,5,6,0,2,1,0,1,200,235,True,False,West,0
Ultra,2499,16,3,2,3,1,0,0,1000,116,True,True,East,1
Plus,999,18,0,0,6,1,0,1,200,61,True,False,West,1
Ultra,2499,18,8,2,4,3,1,0,1000,91,False,False,North,1
Plus,999,30,6,0,4,2,0,0,200,71,True,False,South,1
Ultra,2499,47,2,7,8,1,1,0,1000,174,False,False,South,1
Plus,999,45,7,4,5,1,1,1,200,192,True,False,West,1
Basic,699,59,8,5,6,2,0,0,100,116,False,False,East,0
Plus,999,8,2,4,8,1,0,1,200,225,False,False,East,0
Premium,1499,22,7,3,4,5,1,1,500,139,True,False,South,1
Ultra,2499,60,1,6,2,2,0,0,1000,112,True,False,North,1
Ultra,2499,14,3,4,4,2,0,0,1000,138,False,False,East,1
Basic,699,23,2,6,7,1,0,1,100,225,False,False,South,1
Ultra,2499,45,6,3,5,2,0,0,1000,165,False,False,South,1
Plus,999,57,6,7,8,4,1,1,200,138,True,False,North,1
Ultra,2499,2,2,7,3,5,0,0,1000,197,False,True,North,1
Basic,699,14,0,1,1,0,0,0,100,159,False,True,South,1
Basic,699,13,8,7,8,0,1,0,100,149,False,True,South,1
Premium,1499,4,1,6,2,5,1,0,500,121,False,False,East,1
Plus,999,33,7,0,7,4,0,1,200,239,False,True,South,0
Basic,699,24,8,3,2,5,0,1,100,119,True,False,West,1
Premium,1499,51,6,3,2,2,0,1,500,143,False,False,North,1
Plus,999,39,4,4,2,1,0,0,200,109,True,False,South,0
Basic,699,3,1,6,0,4,1,0,100,274,False,False,North,1
Plus,999,1,2,4,1,4,0,1,200,235,True,False,North,1
Plus,999,14,3,5,7,2,0,1,200,191,True,False,North,1
Premium,1499,12,8,1,5,0,1,1,500,137,False,True,North,1
Ultra,2499,38,1,5,5,3,0,1,1000,232,False,False,North,1
Basic,699,28,2,2,6,0,0,1,100,396,True,True,East,1
Basic,699,30,3,5,3,1,1,1,100,189,False,False,North,1
Premium,1499,18,6,3,2,0,0,1,500,244,True,False,West,1
Plus,999,28,8,6,1,0,1,1,200,189,False,False,North,1
Ultra,2499,39,8,6,2,4,1,1,1000,141,False,True,South,1
Premium,1499,53,2,5,8,4,0,1,500,211,False,False,South,1
Premium,1499,47,5,0,3,5,0,1,500,171,False,False,South,1
Plus,999,5,3,5,2,0,1,1,200,253,False,False,North,1
Plus,999,50,1,2,6,1,0,1,200,242,False,False,North,1
Ultra,2499,12,6,5,4,1,1,1,1000,253,False,True,North,1
Premium,1499,26,1,1,6,0,0,0,500,188,False,False,South,1
Ultra,2499,8,5,0,8,2,1,0,1000,138,True,False,North,0
Plus,999,1,6,1,5,2,1,0,200,67,True,False,West,0
Basic,699,16,7,1,3,0,0,1,100,206,False,False,West,1
Basic,699,13,6,6,6,0,1,0,100,271,True,False,West,1
Basic,699,49,5,4,5,3,0,1,100,28,False,False,East,1
Basic,699,22,2,4,2,3,1,0,100,229,False,True,North,1
Ultra,2499,17,4,3,1,3,0,0,1000,58,True,True,South,1
Premium,1499,44,5,2,0,4,0,0,500,98,False,False,West,1
Plus,999,5,1,4,6,1,1,1,200,179,False,False,East,1
Plus,999,8,1,7,0,3,0,0,200,363,False,False,East,1
Ultra,2499,47,0,3,2,0,0,0,1000,270,False,True,North,1
Plus,999,23,4,2,8,1,0,0,200,142,True,True,West,0
Basic,699,12,4,4,2,5,0,1,100,116,True,True,West,1
Plus,999,45,2,1,7,0,0,0,200,164,False,True,East,0
Premium,1499,1,3,4,3,3,1,0,500,309,False,True,North,1
Ultra,2499,24,6,3,0,5,0,0,1000,213,False,False,East,1
Ultra,2499,52,7,6,1,1,1,0,1000,222,False,True,East,1
Premium,1499,16,0,4,7,0,1,0,500,157,False,False,North,1
Plus,999,39,5,4,1,2,0,1,200,260,False,False,North,1
Premium,1499,10,5,6,1,4,1,0,500,163,False,False,West,1
Ultra,2499,10,5,1,3,3,1,0,1000,166,False,False,North,1
Premium,1499,39,0,4,8,1,0,0,500,146,False,False,West,1
Plus,999,4,7,4,8,5,0,0,200,273,False,False,West,1
Plus,999,30,8,0,1,5,0,0,200,189,False,False,East,1
Basic,699,55,6,2,4,2,0,0,100,158,False,False,South,1
Premium,1499,57,7,1,2,4,1,1,500,121,False,True,East,1
Basic,699,5,3,6,0,2,1,1,100,149,False,False,South,1
Plus,999,22,4,2,7,0,0,1,200,188,False,False,South,1
